654	257	4	887863802
654	276	1	887863866
654	405	4	887863866
654	546	4	887863885
654	118	2	887863914
654	173	5	887864181
654	95	4	887864204
654	496	4	887864230
654	318	5	887864230
654	79	5	887864256
654	143	5	887864275
654	22	5	887864292
654	385	4	887864308
654	265	5	887864330
654	195	4	887864350
654	210	5	887864350
654	117	4	887864350
654	168	4	887864369
654	12	5	887864389
654	153	4	887864414
654	56	4	887864414
654	423	4	887864432
654	216	4	887864432
654	11	4	887864452
654	238	4	887864452
654	8	5	887864497
654	172	4	887864532
654	215	4	887864587
654	28	5	887864610
654	71	3	887864610
654	204	4	887864610
654	98	5	887864641
654	69	4	887864641
654	70	4	887864663
654	97	3	887864727
654	174	5	887864727
654	196	5	887864757
654	588	4	887864797
654	82	5	887864797
654	597	4	887864812
654	4	4	887864830
654	568	4	887864868
654	144	5	887864907
504	215	4	887908861
504	71	5	887909321
504	202	3	887909347
504	174	4	887909455
504	88	3	887909839
504	403	3	887910409
504	238	3	887912416
504	294	2	887912722
474	288	3	887914615
474	286	5	887914646
474	258	4	887914688
474	289	3	887914906
474	748	3	887914979
474	678	2	887915020
474	323	2	887915020
474	127	5	887915188
474	276	5	887915221
474	50	5	887915221
474	515	5	887915269
474	275	3	887915269
474	117	4	887915306
474	471	3	887915307
474	237	4	887915366
474	100	5	887915413
474	7	5	887915414
474	508	3	887915437
474	222	4	887915479
474	475	4	887915479
474	181	5	887915511
474	257	3	887915511
474	15	5	887915600
332	258	5	887916151
332	288	5	887916151
332	300	5	887916188
474	111	4	887916203
474	151	3	887916203
474	9	5	887916203
332	328	5	887916217
474	405	4	887916260
474	121	4	887916260
332	678	4	887916284
332	294	5	887916324
474	294	3	887916330
332	322	4	887916365
332	748	4	887916385
474	282	4	887916411
332	181	5	887916529
332	237	5	887916529
332	222	4	887916529
332	7	4	887916547
332	117	4	887916575
332	257	4	887916575
474	25	5	887916608
332	127	5	887916653
332	9	4	887916653
332	50	5	887916675
332	282	5	887916692
332	121	5	887916692
474	496	4	887923708
474	318	5	887923708
474	187	5	887923708
474	197	5	887923788
474	603	5	887923788
474	234	5	887923788
474	191	5	887923789
474	195	5	887923789
474	172	5	887923789
474	185	5	887923923
474	182	5	887923924
474	427	5	887923924
474	176	5	887923972
474	79	5	887924027
474	64	5	887924027
474	173	5	887924027
474	98	5	887924027
474	180	5	887924028
474	97	5	887924028
474	655	5	887924083
474	56	5	887924083
474	238	4	887924083
474	204	4	887924084
474	135	5	887924424
474	179	5	887924424
474	483	5	887924424
474	423	5	887924425
474	89	5	887924425
474	265	5	887924425
474	196	5	887924469
474	22	4	887924571
474	11	5	887924571
474	194	5	887924571
474	69	5	887924618
474	357	5	887924618
474	183	5	887924619
474	28	4	887924619
474	216	4	887924683
474	132	4	887924683
474	12	5	887924683
474	175	4	887925497
474	8	5	887925497
474	96	4	887925497
474	200	3	887925497
474	174	5	887925750
474	211	5	887925751
474	186	4	887925977
474	88	4	887926106
474	143	4	887926573
474	435	5	887926573
474	161	4	887926633
474	215	5	887926804
474	71	5	887926872
474	4	5	887927588
474	168	3	887927670
474	385	4	887927670
474	70	4	887928498
474	210	5	887928562
332	125	5	887938224
332	742	5	887938224
332	1	4	887938245
332	273	5	887938277
332	276	3	887938299
332	118	5	887938330
332	471	4	887938351
332	597	5	887938486
332	405	4	887938503
332	235	3	887938723
332	22	5	887938934
332	210	5	887938981
332	195	5	887939051
332	96	5	887939051
332	144	5	887939092
820	258	3	887954853
820	286	4	887954853
820	288	5	887954934
820	289	2	887955020
820	301	2	887955046
820	328	2	887955079
820	748	1	887955223
815	427	5	887978255
640	186	5	888026047
379	655	5	888044628
49	300	1	888065577
49	301	3	888065640
49	294	1	888065702
49	289	4	888065744
49	258	2	888065895
49	475	4	888066109
49	179	5	888066446
49	70	2	888066614
49	588	4	888067031
49	95	2	888067031
49	71	3	888067096
49	98	4	888067307
49	56	5	888067307
49	185	5	888067307
49	100	4	888067307
49	7	4	888067307
49	200	3	888067358
49	50	1	888067691
49	173	3	888067691
49	8	3	888067691
49	174	1	888067691
49	172	1	888067691
49	143	3	888067726
49	423	2	888067727
49	151	5	888067727
49	82	1	888067765
49	181	1	888067765
49	12	4	888068057
49	121	1	888068100
49	328	2	888068651
49	1	2	888068651
49	168	5	888068686
49	204	1	888068686
49	111	2	888068686
49	175	5	888068715
49	238	4	888068762
49	25	2	888068791
49	202	3	888068816
49	508	3	888068841
49	235	2	888068990
49	182	3	888069416
49	11	3	888069458
49	117	1	888069459
49	96	1	888069512
49	4	2	888069512
49	161	1	888069513
49	385	1	888069536
49	546	1	888069636
49	403	3	888069636
224	286	3	888081843
224	300	4	888081843
224	328	4	888081947
224	258	3	888081947
224	294	4	888081976
224	301	3	888082013
224	322	2	888082013
224	748	3	888082099
224	323	3	888082216
224	245	3	888082216
224	678	3	888082277
224	11	3	888082468
224	191	4	888082468
224	28	4	888082468
224	69	4	888082495
224	97	5	888082552
224	318	5	888082584
224	215	4	888082612
224	282	4	888082705
224	237	3	888082742
332	89	5	888098060
332	79	5	888098088
332	204	4	888098088
332	182	5	888098088
332	172	5	888098088
332	568	4	888098151
332	245	4	888098170
332	12	5	888098205
332	56	5	888098256
332	323	5	888098276
332	385	5	888098398
332	546	4	888098432
332	82	5	888098524
144	286	4	888103370
144	300	3	888103370
144	258	4	888103371
144	328	3	888103407
144	288	2	888103509
224	196	4	888103532
144	294	4	888103573
224	22	5	888103581
224	423	4	888103581
224	15	4	888103611
224	655	4	888103646
224	135	1	888103671
224	222	4	888103729
224	70	2	888103812
144	50	5	888103929
224	125	3	888103942
144	117	4	888103969
144	475	1	888104032
144	181	4	888104032
144	1	4	888104063
144	100	5	888104063
144	7	2	888104087
224	276	3	888104116
144	742	4	888104122
144	276	3	888104122
144	282	4	888104123
144	15	4	888104150
144	508	4	888104150
144	9	5	888104191
144	597	4	888104191
144	125	4	888104191
144	273	4	888104213
144	471	4	888104213
144	257	4	888104258
144	237	4	888104258
144	405	4	888104419
224	403	4	888104522
144	235	1	888104715
144	195	5	888105081
144	191	4	888105081
144	234	4	888105115
144	655	5	888105116
144	204	2	888105116
144	64	5	888105140
144	69	5	888105140
144	183	4	888105140
144	144	4	888105254
144	357	4	888105254
144	194	5	888105287
144	187	4	888105312
144	172	4	888105312
144	176	4	888105338
144	135	5	888105364
144	435	4	888105387
144	56	4	888105387
144	318	5	888105419
144	12	4	888105419
144	22	5	888105439
144	588	4	888105549
144	70	4	888105587
144	98	4	888105587
144	174	5	888105612
144	8	4	888105612
144	403	3	888105636
144	89	3	888105691
144	96	5	888105691
144	216	4	888105691
144	423	5	888105714
144	215	4	888105714
144	182	3	888105743
144	196	4	888105743
144	153	5	888105823
144	127	4	888105823
144	4	4	888105873
144	180	4	888105873
144	173	5	888105902
144	197	4	888106106
287	100	5	888177364
506	300	3	888178161
206	300	1	888179565
206	288	5	888179565
206	258	4	888179602
206	294	2	888179694
206	245	1	888179772
206	323	1	888179833
206	748	4	888179833
206	678	1	888179833
472	186	5	888183325
156	211	4	888185606
156	357	4	888185677
156	655	3	888185677
156	100	4	888185677
156	64	3	888185677
156	9	4	888185735
156	515	3	888185735
156	197	5	888185777
156	180	5	888185777
156	187	5	888185778
156	12	3	888185853
156	276	3	888185854
156	11	2	888185906
156	318	4	888185947
156	22	3	888186093
871	301	4	888192475
871	245	3	888192475
871	289	3	888192475
871	182	5	888192925
871	258	5	888192970
871	300	4	888192971
871	187	5	888193081
871	127	5	888193081
871	276	5	888193136
871	286	3	888193136
871	515	4	888193176
871	174	5	888193176
871	172	5	888193177
871	96	5	888193177
871	22	5	888193177
871	56	5	888193177
871	183	3	888193177
871	195	5	888193274
871	11	3	888193274
871	79	5	888193275
871	161	5	888193275
871	210	5	888193275
871	50	5	888193275
871	121	4	888193275
871	181	3	888193335
871	435	3	888193336
871	82	3	888193336
871	4	3	888193338
871	173	5	888193383
871	275	3	888193384
871	216	3	888193384
871	197	3	888193385
871	202	4	888193385
871	237	3	888193386
871	97	3	888193541
59	286	3	888202532
59	258	3	888202749
59	288	5	888202787
59	100	5	888202899
59	7	4	888202941
59	1	2	888203053
59	9	4	888203053
59	742	3	888203053
59	151	5	888203053
453	496	4	888203066
59	111	4	888203095
59	508	5	888203095
59	276	5	888203095
59	273	2	888203129
59	118	5	888203234
59	25	4	888203270
59	121	4	888203313
59	237	3	888203371
59	15	5	888203449
59	405	3	888203578
59	597	2	888203610
59	235	1	888203658
59	125	3	888203658
59	79	5	888204260
59	12	5	888204260
59	22	4	888204260
59	64	5	888204309
59	603	5	888204309
59	210	4	888204309
59	427	5	888204309
59	483	5	888204309
