62	257	2	879372434
200	222	5	876042340
308	1	4	887736532
301	98	4	882075827
251	100	4	886271884
25	181	5	885853415
20	288	1	879667584
225	237	5	879539643
32	294	3	883709863
160	174	5	876860807
168	151	5	884288058
44	195	5	878347874
72	195	5	880037702
84	405	3	883452363
259	117	4	874724988
90	98	5	891383204
68	117	4	876973939
305	117	2	886324028
44	294	4	883612356
99	79	4	885680138
13	98	4	881515011
26	258	3	891347949
213	172	5	878955442
15	405	2	879455957
292	174	5	881105481
251	748	2	886272175
194	181	3	879521396
269	127	4	891446165
303	69	5	879467542
92	172	4	875653271
250	7	4	878089716
14	98	3	890881335
119	237	5	874775038
66	258	4	883601089
301	56	4	882076587
275	98	4	875155140
119	222	5	874775311
301	79	5	882076403
145	237	5	875270570
128	204	4	879967478
13	56	5	881515011
286	237	2	875806800
222	151	3	878182109
207	258	4	877879172
191	286	4	891560842
134	286	3	891732334
104	117	2	888465972
275	405	2	876197645
213	173	5	878955442
239	56	4	889179478
287	1	5	875334088
286	288	5	875806672
187	210	4	879465242
290	50	5	880473582
264	294	3	886121516
92	168	4	875653723
307	174	4	879283480
21	222	2	874951382
231	181	4	888605273
56	121	5	892679480
10	7	4	877892210
6	98	5	883600680
298	181	4	884125629
10	100	5	877891747
245	181	4	888513664
189	56	5	893265263
97	222	5	884238887
109	127	2	880563471
256	127	4	882164406
222	173	5	878183043
181	121	4	878962623
274	405	4	878945840
276	181	5	874786488
267	121	3	878970681
126	294	3	887855087
37	288	4	880915258
77	172	3	884752562
90	258	3	891382121
224	69	4	888082495
194	172	3	879521474
108	100	4	879879720
14	269	4	892242403
92	121	5	875640679
181	405	4	878962919
254	121	3	886472369
276	294	4	874786366
79	50	4	891271545
36	748	4	882157285
25	222	4	885852817
270	98	5	876955868
68	237	5	876974133
6	258	2	883268278
150	181	5	878746685
82	56	3	878769410
226	56	4	883889102
145	56	5	875271896
313	117	4	891015319
148	1	4	877019411
280	1	4	891700426
1	117	3	874965739
198	258	4	884204501
6	69	3	883601277
230	172	4	880484523
311	98	5	884364502
56	222	5	892679439
210	204	5	887730676
84	121	4	883452307
244	172	4	880605665
13	181	5	882140354
2	50	5	888552084
57	79	5	883698495
284	269	4	885328991
250	204	2	878091682
8	50	5	879362124
