159	405	5	880557564
795	121	3	880558035
795	222	3	880558122
795	117	4	880558122
795	151	3	880558562
109	294	4	880562908
109	748	3	880562908
109	258	5	880562908
109	288	5	880562908
109	100	4	880563080
109	7	4	880563080
109	257	5	880563331
109	50	5	880563331
109	222	4	880563471
109	127	2	880563471
109	181	5	880563471
109	1	4	880563619
109	117	5	880564457
109	405	5	880564640
795	210	4	880567593
795	173	4	880567884
666	79	3	880567919
795	79	2	880568325
662	286	3	880569465
795	174	4	880569625
662	50	3	880570142
795	204	3	880570209
795	172	3	880570209
662	100	5	880571006
109	151	5	880571661
109	121	5	880571741
109	237	4	880571770
109	172	5	880572528
109	69	4	880572561
109	174	5	880572721
109	79	5	880572721
109	98	4	880572755
109	173	5	880572786
109	210	5	880573084
324	286	5	880574766
324	300	5	880574827
324	294	5	880575002
324	288	5	880575002
324	258	4	880575107
324	748	5	880575108
324	1	5	880575412
324	50	5	880575618
324	127	4	880575658
109	168	3	880577734
109	56	5	880577804
109	204	4	880577844
109	195	5	880578038
870	98	4	880584497
433	269	5	880585068
433	286	5	880585068
433	300	3	880585068
433	294	3	880585271
433	748	4	880585491
433	173	4	880585730
433	174	5	880585730
433	50	5	880585885
244	258	5	880601905
244	294	4	880601905
244	237	5	880602334
244	56	5	880602440
244	7	4	880602558
244	69	4	880603645
244	100	4	880604252
244	181	4	880604302
244	151	5	880604326
244	50	5	880604379
244	222	2	880604379
244	1	4	880604405
244	121	1	880604583
244	117	2	880604698
244	173	4	880605458
244	172	4	880605665
244	204	4	880605812
244	174	3	880605896
244	168	5	880606118
771	286	2	880659235
771	258	5	880659323
771	50	4	880659347
771	1	5	880659449
771	172	4	880659482
771	237	5	880659482
771	69	5	880659606
771	181	4	880659653
771	222	2	880659709
771	79	1	880659729
771	173	4	880659894
771	98	1	880659990
758	258	4	880672230
758	269	4	880672230
758	286	5	880672230
758	300	2	880672402
758	748	1	880672522
758	294	5	880672523
758	127	5	880672637
758	257	5	880672700
758	181	4	880672747
699	286	3	880695246
290	257	4	880731518
290	222	4	880731778
290	405	2	880732365
621	222	4	880736904
621	151	5	880737929
621	7	4	880738353
621	257	5	880738699
621	405	5	880740034
379	257	4	880741811
825	294	4	880755305
825	50	4	880755418
825	222	5	880755468
825	127	3	880755612
825	7	5	880755612
913	288	2	880755823
825	100	4	880755942
825	121	5	880756076
825	181	4	880756224
825	405	5	880756442
825	748	5	880756504
913	69	2	880757553
913	50	4	880758348
913	1	2	880758579
913	56	5	880758974
913	79	4	880758974
628	300	5	880776981
628	288	5	880777096
628	173	3	880777167
628	258	5	880777167
628	294	4	880777167
628	168	4	880777167
929	195	4	880817681
929	56	4	880817844
910	181	1	880821033
910	100	4	880821098
910	257	3	880821349
910	121	1	880821492
910	56	4	880821656
910	117	4	880822012
910	127	5	880822060
910	222	4	880822060
910	50	5	880822060
910	237	4	880822060
910	1	4	880822060
910	174	5	880822060
913	100	3	880824823
913	181	3	880825135
913	173	5	880826542
913	210	2	880826706
860	294	2	880829225
916	286	4	880843062
916	748	2	880843249
916	100	5	880843288
916	7	4	880843361
916	1	4	880843361
