622	780	4
622	90	4
622	781	3
622	719	2
622	1411	4
622	94	2
622	386	3
622	665	2
622	391	2
622	552	2
622	586	3
622	1207	2
622	41	3
622	1303	2
622	795	2
622	1419	2
622	395	2
622	577	2
622	725	3
622	1407	1
622	364	1
622	1228	1
622	769	1
622	1408	1
622	373	1
622	1230	1
622	3	1
622	949	3
877	286	2
877	306	3
877	288	3
877	270	4
877	302	2
877	690	4
877	269	4
877	326	4
877	307	3
877	258	4
877	333	4
877	300	3
877	328	2
877	340	3
877	748	4
877	271	4
877	538	4
877	382	3
877	70	5
877	207	3
877	170	5
877	59	5
877	14	5
877	475	4
877	83	3
877	921	4
877	531	5
877	60	5
877	275	4
877	61	5
877	582	2
877	744	5
877	463	4
877	640	2
877	381	4
877	702	4
877	1402	4
877	971	4
877	949	3
877	52	4
877	584	4
877	515	5
877	557	4
877	737	1
877	86	4
877	237	4
877	216	4
877	197	4
877	173	4
877	451	4
877	732	4
877	692	4
877	549	4
877	371	5
877	662	5
877	202	4
877	955	4
877	727	4
877	111	3
877	88	4
877	402	3
877	155	2
877	274	4
877	739	4
877	553	4
877	738	4
877	241	4
877	185	4
877	228	4
877	79	4
877	98	5
877	203	4
877	31	4
877	56	5
877	222	2
877	176	5
877	159	4
877	55	4
877	566	4
877	164	5
877	226	3
136	313	2
136	269	5
136	258	5
136	257	3
136	286	5
136	303	4
136	14	5
136	100	5
136	137	5
136	475	4
136	847	4
136	127	5
136	9	5
136	124	5
136	276	5
136	19	4
136	283	4
136	1142	4
136	744	5
136	298	4
136	237	4
136	275	4
136	15	4
136	116	5
136	515	5
136	117	4
378	222	3
378	258	4
13	893	3
13	313	4
13	751	5
13	892	3
870	496	5
95	892	3
95	465	3
95	250	4
95	728	3
95	699	2
749	620	4
749	1089	3
749	1337	3
137	261	5
484	463	4
827	690	3
827	326	3
827	289	3
827	294	4
827	245	3
827	329	3
827	748	4
827	358	2
137	892	3
827	312	2
450	313	5
854	286	1
854	269	4
854	333	3
854	294	2
854	343	3
854	258	4
854	303	3
854	270	4
854	302	3
854	268	3
854	322	1
854	328	1
854	264	1
854	321	3
854	324	3
854	271	4
854	289	2
854	358	2
854	260	3
854	50	4
854	293	5
854	129	3
854	285	4
854	246	3
854	1086	3
450	312	4
854	100	5
854	1	3
854	14	4
854	297	4
854	1197	3
854	713	4
854	1335	2
854	924	4
854	1281	2
854	150	3
450	136	5
450	393	4
450	1050	4
450	15	3
450	1521	3
854	475	4
854	7	4
854	24	4
854	619	2
854	250	4
854	123	1
854	919	4
854	1016	2
854	237	3
854	151	4
854	591	2
854	15	3
854	628	2
85	258	4
854	147	3
854	283	3
854	508	4
854	222	4
450	821	2
450	1054	2
450	474	5
450	1152	5
450	942	5
450	139	5
450	1446	4
450	727	4
450	1269	4
450	1297	4
450	535	3
854	13	3
854	405	4
854	117	3
854	744	2
854	1134	3
450	1249	3
854	19	3
854	244	3
854	458	3
854	126	3
854	273	4
854	255	1
854	544	3
854	257	3
854	762	2
854	1047	1
854	274	3
854	455	2
854	111	3
854	249	3
854	471	2
854	282	2
854	742	2
854	1284	2
854	696	2
854	815	2
854	3	1
854	1011	2
854	281	3
854	1283	2
854	291	2
854	121	1
854	125	3
854	825	3
854	472	1
854	411	2
854	922	5
854	287	3
854	928	3
854	597	2
854	235	2
854	20	2
854	290	1
854	925	2
854	476	3
854	25	3
854	118	2
450	589	3
85	449	4
85	124	5
85	228	3
85	229	3
85	230	3
854	220	4
854	106	3
85	50	5
85	172	4
854	122	3
854	829	2
85	181	4
85	163	3
854	979	4
854	1014	3
854	823	2
854	756	3
854	225	1
854	535	3
854	840	2
854	1028	2
854	409	2
854	1061	1
854	620	2
854	826	2
854	1013	1
854	846	3
854	195	3
854	180	4
854	514	4
854	173	4
854	499	4
854	170	4
854	156	3
854	32	4
854	174	3
854	603	4
854	505	4
854	604	4
854	507	4
854	479	4
854	528	4
854	23	4
854	238	5
854	483	4
854	83	4
854	606	4
854	22	2
854	431	3
854	945	3
854	482	3
854	466	3
854	488	4
854	382	4
854	537	3
854	175	4
854	632	4
854	197	4
854	652	3
854	134	4
854	191	4
854	58	3
854	318	5
854	132	5
854	185	4
854	498	3
854	176	3
854	616	4
854	1077	3
854	203	4
854	135	4
854	127	4
854	493	5
854	705	4
854	423	4
854	12	5
854	735	3
854	42	4
854	487	4
854	153	4
854	216	3
854	421	3
854	855	4
854	87	4
854	512	3
854	811	3
854	664	4
854	133	3
854	200	5
854	64	5
854	223	4
854	522	2
854	194	3
854	357	4
854	757	3
854	461	3
854	799	3
854	186	3
854	79	4
854	144	3
854	511	4
854	171	4
854	492	4
854	509	4
854	188	4
854	1677	3
854	484	3
854	98	4
854	463	3
854	709	4
854	69	4
854	168	4
854	4	2
854	86	3
854	89	4
854	55	4
854	96	3
854	11	5
854	124	5
854	9	5
854	56	5
854	275	4
854	8	5
854	93	5
854	1226	4
854	288	5
854	469	5
854	49	4
768	1014	2
829	250	3
829	222	4
668	896	4
668	288	4
455	298	4
85	419	5
85	161	4
29	302	4
29	286	5
29	268	5
29	303	4
29	294	4
29	306	4
29	270	4
29	245	3
29	326	2
29	332	4
29	300	3
29	269	4
29	264	3
29	874	4
29	358	2
29	259	4
29	539	2
29	879	3
29	748	2
29	678	3
533	1174	3
29	343	3
29	689	2
29	312	4
533	988	2
29	657	4
29	98	4
29	189	4
29	661	5
29	180	4
29	480	4
29	182	4
29	12	5
29	79	4
29	1018	4
29	1019	4
178	294	2
178	331	4
178	300	5
178	269	4
178	286	3
178	751	4
178	288	5
178	340	1
178	258	4
178	304	4
178	271	4
178	328	3
178	259	1
178	332	3
178	245	3
178	748	4
178	322	3
178	984	2
178	678	3
178	323	3
178	1038	2
178	124	4
178	9	2
178	100	4
178	283	5
178	7	4
178	1	4
178	181	5
178	742	3
178	222	4
178	275	5
178	50	5
178	15	5
178	273	3
178	111	4
178	16	4
178	405	3
178	298	2
178	471	4
178	1258	4
178	248	4
178	293	4
178	257	5
178	127	5
178	276	3
178	282	3
178	255	4
178	628	4
178	744	3
178	281	3
178	295	3
178	1197	4
178	472	4
178	596	3
178	24	3
178	1016	4
178	685	4
178	763	4
178	274	4
178	845	4
178	118	4
178	1315	4
178	237	4
178	121	5
178	123	4
178	148	4
178	1047	2
178	125	4
178	1011	3
178	363	3
178	846	3
178	410	4
178	117	4
178	235	1
178	458	3
178	823	2
178	280	4
178	993	5
178	762	3
178	819	2
178	1028	3
178	535	3
178	926	4
178	476	3
178	696	4
178	597	4
178	460	2
178	1033	2
178	978	2
178	756	3
178	106	2
178	455	3
178	866	4
178	56	4
178	144	4
178	480	3
178	204	4
178	187	4
178	11	5
178	427	5
178	12	5
178	22	5
178	484	4
178	226	4
178	520	5
178	483	4
178	64	5
178	531	4
178	588	4
178	203	4
178	82	5
178	199	4
178	79	4
178	173	5
178	194	4
178	183	4
178	168	4
178	607	3
178	153	4
178	55	4
178	510	4
178	265	5
178	156	2
178	180	3
178	178	4
28	895	4
28	288	5
28	760	3
178	69	5
28	223	5
178	95	5
178	478	5
178	89	4
28	678	2
178	568	4
178	172	4
178	423	4
178	8	4
178	83	4
178	228	5
178	71	4
178	238	4
28	323	3
178	174	5
178	197	2
178	96	4
178	176	4
178	202	5
178	234	4
178	28	5
178	215	5
178	216	4
178	193	4
178	66	4
178	230	4
178	135	2
178	317	4
178	566	4
178	651	4
178	679	4
178	195	4
178	209	4
178	98	5
178	318	5
178	385	4
178	200	3
178	134	3
178	1101	4
178	684	5
178	746	3
178	729	4
178	97	5
178	435	4
178	735	5
178	31	4
178	62	4
178	70	4
178	809	4
178	506	3
178	1314	3
178	1169	4
178	58	5
178	232	5
178	658	5
178	655	4
178	454	4
178	491	4
178	220	3
178	591	5
178	164	3
178	76	3
178	500	4
178	1157	3
178	233	4
178	1004	4
178	241	5
178	2	4
178	431	4
178	1119	4
178	157	5
178	223	4
178	724	4
178	654	3
178	465	3
178	511	5
178	731	4
178	143	4
178	38	3
178	99	4
178	39	2
178	720	3
178	161	5
178	549	4
178	781	4
178	739	4
178	218	3
178	92	3
178	792	5
178	196	4
178	433	4
178	495	4
178	469	3
178	790	3
178	184	5
178	77	4
178	131	4
178	214	1
178	73	5
178	90	3
178	367	4
178	51	4
178	155	4
178	849	3
178	578	4
178	179	2
178	219	4
178	1035	4
152	22	5
152	8	5
152	966	5
152	402	5
152	568	5
860	339	3
397	340	2
397	324	2
397	332	2
397	894	1
397	325	3
397	358	2
397	56	5
397	100	5
397	1018	4
397	338	4
397	286	4
397	288	4
397	171	5
397	474	5
14	820	3
14	283	4
786	286	4
786	111	5
786	100	4
786	127	4
786	280	3
786	125	4
786	275	4
786	1	4
786	15	3
786	276	1
786	283	4
786	7	5
786	181	4
786	9	5
786	117	4
786	126	4
786	222	4
786	281	4
786	696	3
786	866	3
786	237	5
786	458	3
786	471	4
786	405	4
786	121	2
786	322	3
786	285	3
786	871	1
786	240	1
786	455	1
786	528	5
786	357	5
786	89	4
786	497	4
786	132	5
786	265	4
786	199	4
786	86	4
786	143	4
786	588	5
786	210	4
786	176	4
786	173	4
786	99	4
786	187	4
786	180	4
786	172	5
786	183	4
786	423	5
786	208	5
786	703	3
786	318	5
786	692	4
786	98	5
786	429	4
786	188	5
786	633	4
786	191	4
786	216	4
786	520	4
786	496	5
786	419	4
786	195	4
786	504	4
786	418	4
786	133	5
786	732	4
786	95	5
786	381	3
786	484	4
786	197	3
786	211	4
786	179	4
786	404	4
786	416	4
786	501	4
786	70	4
786	161	4
786	709	2
786	684	4
786	66	4
786	238	4
786	28	5
786	177	4
786	655	4
786	196	4
786	97	4
397	177	5
786	198	5
786	203	4
786	234	3
786	71	5
786	186	4
786	202	4
786	204	4
786	200	5
786	465	4
786	88	4
786	849	2
786	376	3
786	102	4
786	449	2
786	82	4
786	231	2
786	1044	4
786	451	2
786	708	4
786	174	4
786	4	4
786	385	4
786	546	4
786	69	4
786	699	4
786	228	4
786	230	4
786	50	4
786	724	4
786	289	4
758	302	5
136	56	4
136	647	5
136	318	5
136	223	4
136	747	4
136	42	3
136	204	4
136	89	4
136	525	5
195	258	4
710	751	3
710	313	4
439	307	3
439	895	3
439	268	4
439	288	3
439	300	4
439	301	3
439	242	5
439	273	2
439	100	3
439	276	5
439	246	4
439	293	3
439	591	4
439	13	3
439	475	3
439	237	5
439	285	5
439	14	5
439	7	4
439	1600	5
439	405	4
439	1048	4
439	125	3
439	147	4
439	93	4
439	257	4
439	121	2
439	240	3
439	282	3
439	1328	4
439	290	4
637	268	2
637	323	1
152	423	5
637	301	1
637	873	1
637	325	1
637	289	2
637	245	3
152	71	5
637	294	3
637	1233	5
637	690	5
637	328	4
637	286	5
637	300	3
637	332	4
637	322	3
637	333	3
637	338	4
637	50	4
637	408	5
637	127	2
637	149	2
637	1344	4
637	285	3
533	288	2
533	471	4
637	922	1
637	936	4
637	181	4
637	515	4
533	148	3
533	291	3
637	124	3
637	293	3
637	1	4
637	100	4
637	9	1
533	660	5
533	64	5
533	20	5
533	739	5
533	100	5
533	197	5
533	50	5
533	205	5
533	845	4
637	7	1
637	744	4
637	847	3
637	275	3
637	1226	2
637	475	1
637	273	3
637	282	3
637	405	1
637	508	2
637	1374	1
637	150	1
637	15	4
637	246	2
637	257	2
637	237	2
637	24	2
637	93	3
637	596	2
637	125	3
637	741	1
637	147	1
637	244	1
637	111	3
637	255	3
637	676	3
637	471	2
637	283	2
637	740	2
637	544	3
637	619	2
637	151	5
637	274	5
637	1060	2
637	410	2
637	117	2
637	363	2
637	742	4
637	1033	3
637	591	3
637	235	1
637	121	4
637	1244	1
637	13	1
637	1102	3
637	25	4
637	595	3
637	815	2
637	411	1
637	280	2
637	225	3
637	685	3
637	926	2
637	118	1
637	831	1
637	1011	1
637	1284	1
637	833	1
637	148	3
637	1258	1
637	829	2
637	1028	3
637	546	1
637	291	4
637	985	2
637	934	1
637	866	3
637	460	2
637	931	1
637	1051	2
637	717	3
637	535	2
917	268	4
917	751	2
917	289	4
917	328	2
460	321	3
460	303	3
460	301	3
917	879	2
917	312	2
460	258	3
460	294	2
460	245	3
460	288	2
460	322	3
917	100	4
460	313	4
460	302	4
460	312	4
460	242	4
460	289	4
460	286	4
917	1	3
917	50	3
917	246	4
917	471	4
460	304	2
917	285	4
917	255	3
917	591	3
917	287	4
460	1	2
460	1142	4
917	405	3
917	1014	2
917	25	4
917	473	3
917	282	4
917	763	3
917	121	1
917	3	1
460	293	4
460	458	2
460	591	2
460	224	4
917	756	4
917	278	3
460	127	4
460	124	4
460	9	3
460	149	4
460	285	4
460	7	3
460	151	3
460	847	3
460	1011	4
460	1137	3
460	1171	3
460	1115	3
460	250	2
460	129	3
460	275	3
460	744	3
460	221	4
460	676	4
460	1251	3
460	253	3
460	279	2
460	283	3
460	1067	4
460	117	3
460	297	3
460	257	2
460	248	4
460	146	4
460	532	3
460	13	3
460	10	3
460	273	4
917	276	5
917	150	5
917	476	5
917	535	4
917	628	5
917	9	5
917	740	5
917	696	5
917	237	5
917	248	4
460	276	5
460	14	5
460	327	4
460	307	4
460	306	4
460	100	5
460	19	5
460	311	5
460	137	5
460	515	5
460	298	2
460	1380	3
460	20	4
460	713	4
460	870	2
890	313	5
890	449	1
890	211	2
890	118	2
890	739	2
890	101	2
890	448	2
890	403	1
890	121	2
890	404	4
890	655	3
890	484	3
890	157	4
890	186	2
890	215	4
890	521	5
890	496	5
890	516	2
890	632	5
890	214	4
890	142	3
890	843	3
890	168	5
890	151	5
890	660	2
890	85	1
890	737	3
52	333	4
52	258	5
52	302	4
52	919	5
52	15	5
52	100	4
52	7	5
52	237	4
52	285	5
52	151	5
52	741	4
52	282	4
52	116	4
52	1009	5
52	275	4
52	93	4
52	287	5
52	111	4
52	815	4
52	475	4
52	121	4
52	19	5
52	1085	4
52	288	3
52	845	5
52	13	5
52	742	4
52	107	4
52	471	4
52	25	5
52	1086	4
52	1011	4
52	126	5
52	405	4
52	117	4
52	748	4
52	277	5
52	250	3
52	473	4
52	864	3
52	762	3
52	257	3
52	235	2
52	280	3
52	657	5
52	427	5
52	531	5
52	22	5
52	95	4
52	588	4
52	463	5
52	527	5
52	498	5
52	318	5
52	204	4
52	191	5
758	313	4
592	313	5
592	751	3
592	893	1
592	272	5
592	192	5
592	1264	4
592	60	4
592	22	5
592	89	4
592	603	5
592	194	4
592	655	5
592	514	5
592	467	5
592	8	5
592	482	4
592	1039	4
592	189	5
592	79	4
592	483	5
592	183	5
592	182	5
592	480	4
592	522	5
592	169	5
592	963	5
592	99	5
592	521	5
592	654	5
592	170	5
592	48	5
592	427	5
592	320	5
592	23	5
592	191	5
592	531	5
592	461	4
592	135	5
592	466	5
592	201	5
592	134	5
592	1623	4
592	132	5
592	469	4
592	168	5
592	589	5
592	12	5
592	318	5
592	195	4
592	197	5
592	234	5
592	223	5
592	527	5
592	47	5
592	174	5
592	157	5
592	42	5
592	423	5
592	98	5
592	193	5
592	854	5
592	56	5
592	558	5
592	705	5
592	11	5
592	216	4
592	971	4
592	196	5
592	657	4
592	518	5
592	730	4
592	172	5
592	265	4
592	64	5
592	176	5
592	32	5
592	55	4
592	747	4
592	357	4
592	180	5
592	187	5
592	1070	5
592	443	5
592	421	5
592	735	5
592	204	5
592	81	4
592	69	5
592	568	5
592	853	5
592	185	5
592	526	5
592	283	4
592	96	5
592	178	5
592	198	5
592	1073	5
592	501	4
592	203	5
592	173	5
592	95	4
592	238	5
592	432	1
592	463	4
592	92	5
592	686	5
592	188	5
592	58	5
592	4	4
592	184	5
592	789	4
592	425	5
592	87	4
592	215	5
592	652	4
592	782	2
592	939	3
592	431	2
592	367	4
592	702	4
592	1184	5
592	140	3
592	418	4
592	484	4
592	806	4
592	61	4
592	28	4
592	1275	3
592	631	3
592	1166	3
592	144	5
592	1071	4
592	71	4
592	479	4
592	969	4
592	97	4
592	59	4
592	433	5
592	382	4
592	179	5
592	70	4
592	512	5
592	202	5
582	268	4
582	258	4
582	288	3
582	294	1
582	271	4
582	269	4
582	750	5
582	300	3
582	313	5
582	321	3
582	328	3
582	748	3
582	948	1
582	988	1
582	93	5
582	100	5
582	237	3
582	475	5
582	250	3
582	117	3
582	50	5
582	7	5
582	742	3
582	124	4
582	508	4
582	246	4
582	293	5
582	676	2
582	121	3
582	151	4
582	1	4
582	181	4
582	15	3
582	410	3
582	455	1
582	919	5
582	477	4
582	547	4
582	257	3
582	25	3
582	125	3
582	3	3
582	763	2
582	240	4
582	222	4
582	458	4
582	1033	2
582	473	3
582	841	2
582	405	3
582	1014	4
582	597	3
582	118	2
582	831	2
582	472	4
582	411	1
582	826	3
582	235	3
582	760	3
582	1215	4
582	932	2
582	369	1
85	291	3
85	447	3
85	495	3
85	705	5
85	416	3
85	404	3
85	234	4
85	604	4
85	195	3
85	30	3
85	241	3
85	1103	3
85	1021	3
499	690	4
85	317	3
499	271	3
85	231	2
85	642	4
499	300	4
85	53	3
85	1018	4
85	380	4
85	842	3
85	712	3
499	301	4
499	887	5
85	389	3
85	622	3
85	1006	3
85	417	3
85	1168	3
499	312	4
85	451	4
85	94	3
85	232	3
85	715	4
85	1074	3
85	464	5
85	520	3
499	328	5
499	251	5
499	50	3
499	7	4
890	1149	5
890	163	3
890	167	2
379	339	3
758	346	2
208	310	4
208	302	1
208	88	5
208	216	5
208	514	4
208	367	2
208	523	4
208	208	4
208	194	5
208	430	4
208	56	2
208	204	3
208	393	4
208	211	5
208	517	3
208	70	3
208	435	5
208	428	4
208	202	4
208	663	5
208	66	4
208	781	3
208	186	4
208	996	3
208	524	4
208	97	4
208	197	5
208	662	4
208	371	5
208	739	4
208	381	3
208	402	4
208	86	2
913	750	4
913	346	3
545	751	3
545	182	3
545	265	4
545	232	3
545	1188	3
545	391	2
545	720	3
545	450	2
851	313	4
851	751	4
851	258	4
851	340	5
851	286	4
851	271	5
851	343	2
851	689	3
829	1121	4
829	318	5
379	1	4
379	265	4
379	1219	2
379	124	5
379	94	5
379	210	4
379	405	3
758	895	4
758	312	3
758	892	2
195	235	3
850	294	5
850	300	5
850	659	4
850	318	5
850	202	4
850	663	2
850	568	5
850	196	3
850	153	4
850	480	5
850	435	4
850	204	5
850	490	5
850	969	5
850	82	5
850	208	5
850	173	5
850	56	1
850	705	5
850	8	5
850	121	5
850	496	5
850	385	5
850	71	5
850	50	5
850	519	4
850	485	5
850	494	3
850	97	5
850	79	5
850	98	1
850	742	5
850	28	5
850	96	4
850	132	5
850	15	5
850	566	5
850	584	4
850	95	5
850	162	3
850	172	5
850	210	5
850	419	5
850	228	5
