196 242 -0.613572 0
186 302 -0.339340 0
22 377 -1.580995 0
244 51 -1.544458 0
166 346 -1.827265 0
298 474 -0.038756 0
115 265 -1.655832 0
253 465 1.071790 0
305 451 -0.380460 0
6 86 -0.612415 0
62 257 -1.170613 0
286 1014 1.116948 0
200 222 1.128576 0
210 40 -1.302565 0
224 29 0.006478 0
303 785 -0.297314 0
122 387 1.051603 0
194 274 -0.943132 0
291 1042 0.305158 0
234 1184 -1.221350 0
119 392 0.049243 0
167 486 0.431079 0
299 144 0.591542 0
291 118 -1.637351 0
308 1 0.315789 0
95 546 -1.260234 0
38 95 0.804937 0
102 768 -0.829196 0
63 277 0.897798 0
160 234 1.078105 0
50 246 -0.400237 0
301 98 0.487538 0
225 193 -0.622376 0
290 88 0.710456 0
97 194 -1.025629 0
157 274 0.175961 0
181 1081 -0.582081 0
278 603 0.825593 0
276 796 -2.426052 0
7 32 0.032676 0
10 16 -0.355342 0
284 304 0.562859 0
201 979 -0.979618 0
276 564 -0.457853 0
287 327 0.871699 0
246 201 1.571330 0
242 1137 0.743311 0
249 241 1.039447 0
99 4 1.328687 0
178 332 -0.721744 0
251 100 0.226728 0
81 432 -1.176914 0
260 322 -0.037932 0
25 181 1.535019 0
59 196 1.004963 0
72 679 -1.734444 0
87 384 0.225259 0
290 143 1.809099 0
42 423 1.199057 0
292 515 -0.281695 0
115 20 -0.800009 0
20 288 -1.844307 0
201 219 0.920546 0
13 526 -0.068879 0
246 919 0.812891 0
138 26 1.100684 0
167 232 -1.644115 0
60 427 1.450931 0
57 304 1.469140 0
223 274 0.752650 0
189 512 0.020000 0
243 15 -0.781800 0
92 1049 -2.305855 0
246 416 0.054452 0
194 165 1.013706 0
241 690 -1.414863 0
178 248 0.337590 0
254 1444 -0.048717 0
293 5 -0.029669 0
127 229 0.586210 0
225 237 0.577920 0
299 229 -0.512670 0
225 480 0.577920 0
276 54 -0.457853 0
291 144 1.276412 0
222 366 0.799053 0
267 518 1.201890 0
42 403 -0.684440 0
11 111 0.575387 0
95 625 0.518167 0
8 338 0.165082 0
162 25 0.557752 0
87 1016 0.225259 0
279 154 1.446207 0
145 275 -1.023055 0
119 1153 1.039571 0
62 498 0.627945 0
62 382 -0.271334 0
28 209 0.291961 0
135 23 0.798289 0
32 294 -0.354078 0
90 382 0.840706 0
286 208 0.249883 0
293 685 -0.029669 0
216 144 0.198595 0
166 328 1.039033 0
250 496 0.201508 0
271 132 1.413213 0
160 174 1.078105 0
265 118 0.389545 0
198 498 -0.284883 0
42 96 1.199057 0
168 151 1.198958 0
110 307 1.113949 0
58 144 0.131995 0
90 648 -0.241748 0
271 346 0.416073 0
62 21 -0.271334 0
279 832 -0.223085 0
237 514 -0.215512 0
94 789 0.337444 0
128 485 -0.654026 0
298 317 -0.038756 0
44 195 1.353697 0
264 200 0.782139 0
194 385 -0.943132 0
72 195 1.128434 0
222 750 1.639361 0
250 264 -0.744030 0
41 265 -0.962250 0
224 245 0.006478 0
82 135 -0.060375 0
262 1147 1.009693 0
293 471 -0.029669 0
216 658 -0.802018 0
250 140 -0.744030 0
59 23 1.004963 0
286 379 1.116948 0
244 815 0.326183 0
7 479 0.032676 0
174 368 -1.643077 0
87 274 0.225259 0
194 1211 -0.943132 0
82 1134 -0.905632 0
13 836 -0.775443 0
13 272 0.637685 0
244 756 -1.544458 0
305 427 1.475851 0
95 787 -1.260234 0
43 14 -1.685922 0
299 955 0.591542 0
57 419 -0.489713 0
84 405 -1.078522 0
269 504 0.705486 0
299 111 -0.512670 0
194 466 1.013706 0
160 135 0.082931 0
99 268 -0.505845 0
10 486 -0.355342 0
259 117 0.169570 0
85 427 -0.663345 0
303 919 0.515680 0
213 273 0.889758 0
121 514 -0.459447 0
90 98 0.840706 0
49 559 -0.546525 0
42 794 -0.684440 0
155 323 -0.768350 0
68 117 0.613960 0
172 177 0.944981 0
19 4 0.559233 0
268 231 0.965384 0
5 2 0.092501 0
305 117 -1.308616 0
44 294 0.351696 0
43 137 0.285447 0
279 1336 -1.892378 0
80 466 1.234790 0
254 164 0.919536 0
298 281 -1.269275 0
279 1240 -1.892378 0
66 298 0.516398 0
18 443 -1.039079 0
268 1035 -0.859664 0
99 79 0.411421 0
13 98 0.637685 0
26 258 0.065819 0
7 455 0.032676 0
222 755 0.799053 0
200 673 1.128576 0
119 328 0.049243 0
213 172 0.889758 0
276 322 -0.457853 0
94 1217 -0.647793 0
130 379 0.014455 0
38 328 0.176567 0
160 719 -0.912243 0
293 1267 -0.029669 0
26 930 -1.107952 0
130 216 0.014455 0
92 1079 -0.251500 0
256 452 0.010248 0
1 61 0.308981 0
72 48 0.174141 0
56 755 -0.687343 0
13 360 0.637685 0
15 405 -0.655389 0
92 77 -0.251500 0
207 476 -1.490279 0
292 174 0.965812 0
232 483 1.228470 0
251 748 -1.955530 0
224 26 0.006478 0
181 220 2.967524 0
259 255 0.169570 0
305 471 0.547695 0
52 280 -1.762378 0
161 202 2.192152 0
148 408 0.790569 0
125 235 -1.112329 0
97 228 0.744635 0
58 1098 0.131995 0
83 234 0.519356 0
90 347 -0.241748 0
272 178 0.759125 0
194 181 0.035287 0
125 478 0.433044 0
110 688 -2.385781 0
299 14 0.591542 0
151 10 0.966206 0
269 127 0.705486 0
6 14 1.316235 0
54 106 -0.609557 0
303 69 1.328673 0
16 944 -3.206253 0
301 790 0.487538 0
276 1091 -0.457853 0
305 214 -1.308616 0
194 1028 -0.943132 0
91 323 -1.834563 0
87 554 0.225259 0
294 109 0.561490 0
286 171 0.249883 0
200 318 1.128576 0
229 328 -1.207020 0
178 568 0.337590 0
303 842 -1.110307 0
62 65 0.627945 0
207 591 -0.279098 0
92 172 0.775678 0
